Location,Date,Name,Party,Title,Accusation,Info,Source
,,,Republican,,,    Montgomery Co GOP Chair Robert Kerns - rape pled to indecent sexual assault,
,,,Republican,,,    https://patch.com/pennsylvania/lansdale/ex-north-wales-lawyer-montco-gop-chief-disbarred-amidst-charges,
,,,Republican,,,    https://www.mcall.com/news/mc-xpm-2014-04-25-mc-montgomery-county-gop-rape-arrest-20140425-story.html,
,,,Republican,,,"    Edison Misla Aldarondo, Republican Speaker of the House in Puerto Rico, rape of 17-year-old girl, molesting stepdaughter, plus corruption",
,,,Republican,,,    https://en.wikipedia.org/wiki/Edison_Misla_Aldarondo,
,,,Republican,,,    Supreme Court Justice Clarence Thomas - sexual harassment. He lied to the Senate. Senate Judiciary did not allow other accusers to testify.,
,,,Republican,,,    https://www.newsweek.com/clarence-thomas-impeachment-perjury-sexual-harassment-812953,
,,,Republican,,,    https://www.adn.com/opinions/2018/09/22/i-came-forward-about-being-groped-by-clarence-thomas-was-it-worth-it-i-dont-know/,
,,,Republican,,,"    GOP Candidate for ME House, James Tracey, Jr. indicted for rape in Rhode Island, stayed in the race, won primary, lost general, pled no contest  ",
,,,Republican,,,    Alabama RW religious leader - Ralph Lee Aaron - child molesting http://www.wsfa.com/story/11942700/covington-county-pastor-agrees-to-consecutive-life-terms-in-prison/,
,,,Republican,,,"    NV Governor Jim Gibbons - accused of assaulting a woman, settled a civil suit https://www.nevadaappeal.com/news/2013/jul/19/ex-cocktail-waitress-settles-rape-threat-lawsuit-a/",
,,,Republican,,,"    PA GOP Congressman Don Sherwood - not for having an affair, but for assulting and choking the woman he had an affair with http://www.washingtonpost.com/wp-dyn/content/article/2006/09/28/AR2006092800186_pf.html?noredirect=on",
,,,Republican,,,    Republican Judge Mark Fuller - domestic violence https://www.washingtonpost.com/opinions/if-a-federal-judge-has-committed-domestic-violence-congress-should-impeach-him/2014/09/22/3d66a354-4278-11e4-9a15-137aa0153527_story.html?noredirect=on,
,,,Republican,,,"    GOP Rep Trent Franks - harassment of his office staff - to serve as surrogate for he and his wife, this makes me feel sad, actually https://www.nytimes.com/2017/12/07/us/politics/trent-franks-house-member-resigns.html ",
,,,Republican,,,    GOP Congressional aide Matthew Pennell - child molesting plea deal to 2 or 17 charges https://www.ksn.com/news/local/kansas-congressional-staffer-sentenced-for-child-sex-charges/1023951394,
,,,Republican,,,    GOP Presidential candidate Herman Cain - sexual harassment https://www.theguardian.com/world/2011/nov/01/herman-cain-settlement-sexual-harassment,
,,,Republican,,,"    Tennessee GOP state rep Scott DesJarlais - OK, these are consensual affairs, but with PATIENTS!!!! https://www.timesfreepress.com/news/news/story/2012/nov/15/scott-desjarlais-supported-abortions-slept-patient/92972/",
,,,Republican,,,    GOP Rep John Schmitz - John Birch Society member had two families (one he did not support) - and obviously there was some sickness going on because on of his daughters is Mary Kay LeTourneau the child raping teacher. https://www.sfgate.com/news/article/John-G-Schmitz-Former-Congressman-From-Orange-2965698.php,
,,,Republican,,,    California GOP Rep Ernie Konnyu - sexual harassment http://articles.latimes.com/1987-10-01/news/mn-11523_1_sexual-harassment,
,,,Republican,,,"    Styles Bridges - R-MA - This man was filth. He extorted Dem Sen Hunt of WY that he would reveal his son’s homosexuality unless Hunt resigned so the R’s could get his seat. Hunt refused, but then killed himself. This headline is from a citizen’s jury, not a real one http://www.newenglandhistoricalsociety.com/new-hampshire-u-s-senator-convicted-suicide-blackmail-scandal/",
,,,Republican,,,"    Joe McCarthy, R-WI, started the Lavender Scare, a purge of gays from government.  Many other Republicans joined in. Technically not a crime, but surely an immoral act https://en.wikipedia.org/wiki/Lavender_scare",
,,,Republican,,,"    Pastor Roy D. Bolden, Providence RI GOP Chair child molestation and sexual assault http://www.foxnews.com/us/2017/03/09/pastor-accused-molestation-is-removed-as-head-city-gop.html",
,,,Republican,,,"    Ron P Broussard, Jr of TRUMP UNIVERSITY - sex with 8-year-old https://nypost.com/2016/10/27/trump-university-staff-included-a-drug-trafficker-child-molester/",
,,,Republican,,,"    Republican state senate candidate Sherman Lee Criner - molesting 6-year-old girl. Prosecutors used unusual standard of enough evidence to convict rather than probable cause, possibly because he is a popular lawyer. NOT CLEARED, just not indicted http://www.wect.com/story/4679177/state-senate-candidate-becomes-center-of-child-molestation-investigation",
,,,Republican,,,"    Wenatchee Republican Michael T McCourt molested children for 30 years behind a civic front as a utilities commissioner, political operative and community volunteer, Then asked judge for leniency because of all his community activism https://www.wenatcheeworld.com/news/2018/mar/23/51-months-for-mccourt-in-child-molestation-plea/",
,,,Republican,,,"    Unsuccessful Republican candidate William C Mach - child molestation. Ironically, he ran on a campaign to fight child molestation and was endorsed by related organizations",
,,,Republican,,,    https://caselaw.findlaw.com/us-9th-circuit/1221659.html,
,,,Republican,,,"    Republican Sheriff Perry Grogan continued to campaign despite indictment for child molestation, probably because of disgraceful coverage like this. He was convicted. https://caselaw.findlaw.com/ga-court-of-appeals/1049420.html",
,,,Republican,,,"    Republican campaign consultant and Baptist pastor Kenneth Adkins - child molestation. By the way, he said Pulse victims got what they deserved. So should he. http://www.jacksonville.com/news/public-safety/georgia/2017-04-25/judge-sentences-kenneth-adkins-life-prison-child-molestation",
,,,Republican,,,    GOP candidate for OH legislature James E. Dutschke = child molestation  http://www.djournal.com/news/tupelo-man-arraigned-on-child-molestation-charges/article_38e39840-b737-52f1-a3f8-0395ae3be17f.html also investigated for ricin letters to Obama https://www.reuters.com/article/us-usa-security-ricin-idUSBRE93N13N20130424,
,,,Republican,,,"     Brian O'Toole, Republican Sunnyvale mayor convicted of child molestation.",
,,,Republican,,,    https://apnews.com/article/01cdc0ba10a8c25758c4e13fe618ee8f,
,,,Republican,,,    Last month Indianapolis Republican City Councilman Jeff Miller resigned/plea deal for child molestion https://www.theindychannel.com/news/local-news/indianapolis/jeff-miller-accepts-plea-deal-resigns-from-city-county-council,
,,,Republican,,,"    While Douglas Marks was a teacher, he was probably able to abuse two generations of children because of his wealthy Republican family. His brother was Speaker of the House. ",
,,,Republican,,,,
,,,Republican,,,http://articles.latimes.com/1990-11-25/news/mn-7142_1_school-board,
,,,Republican,,,,
,,,Republican,,,"    Vermont Republican statea senator Norman McAllister who's one of the Legislature's most outspoken conservatives charged with sexual assault, human trafficking and prohibited acts. Made a plea deal https://goppredators.wordpress.com/2022/08/27/173-norman-mcallister/",
,,,Republican,,,    SC Rep Chris Corley - domestic violence https://www.postandcourier.com/news/former-south-carolina-rep-chris-corley-pleads-guilty-to-domestic/article_2579c9c0-7b95-11e7-a410-ebe9e7cf56a8.html,
,,,Republican,,,"    Gordon Blake, a political activist who twice ran unsuccessfully for the GOP nomination to state legislature - child molesting https://www.mercurynews.com/2014/07/15/brentwood-man-sentenced-to-194-years-to-life-for-molestation/",
,,,Republican,,,"    Darrell Gilyard, Jerry Falwell protege, must really be some preacher, convicted of child molestation, on parole and back in the pulpit. So they ban children from the church https://www.theguardian.com/world/2012/feb/21/florida-church-sex-offender-preaches",
,,,Republican,,,    Conservative Baptist minister Matt Baker murdered his wife https://www.texasmonthly.com/articles/the-valley-of-the-shadow-of-death/,
,,,Republican,,,    Richmond County Republican Party official Brett Bennie Langham was indicted for child molestation. Brett Bennie Langham,
,,,Republican,,,"    FOX News Latino VP, Francisco Cortes - sexual harassment https://www.hollywoodreporter.com/business/business-news/fox-beats-48m-lawsuit-claiming-exec-was-made-a-sexual-misconduct-scapegoat-1073342/",
,,,Republican,,,"    Eric Bolling, formerly FOX News - sexual harassment http://www.latimes.com/business/hollywood/la-fi-ct-payne-fox-harassment-20170908-story.html",
,,,Republican,,,    Kimberly Guilfoyle - FOX NEws - sexual harassment http://www.nydailynews.com/news/national/ny-news-kimberly-guilfoyle-misconduct-investigation-fox-20180727-story.html,
,,,Republican,,,"    David Garland, President of rightwing Baptist Baylor University, covered up rapes, said women willingly became victims.  https://www.usatoday.com/story/news/nation/2017/09/22/ex-baylor-president-some-women-willingly-make-themselves-victims-sexual-assault/694376001/",
,,,Republican,,,    Political hack and professional hypocrite Ken Starr covered up rapes while Chancellor at Baylor https://www.statesman.com/news/baylor-ken-starr-resigns-chancellor-wake-rape-scandal/BADYDcW2HElU5zIqBDVAsK/,
,,,Republican,,,"    Stephen Dalton Baril just got not jail time even though he took a plea for rape, perhaps because his grandfather was John Dalton, a former governor, and his father Steve Baril ran for Attorney General. https://wjla.com/news/crime/no-prison-grandson-republican-virginia-governor-rape",
,,,Republican,,,"    Greenville County Sheriff Will Lewis, Republican, indicted for rape, stalking, obstruction http://www.foxnews.com/us/2018/04/18/south-carolina-sheriff-accused-rape-stalking-is-charged-with-misconduct-obstruction.htm",
,,,Republican,,,"    While Oklahoma Republican representative George Faught did not commit rape and incest (as far as I know) he said it’s all part of god’s will, so he joins the list of rape enablers. https://www.independent.co.uk/news/world/americas/republican-george-faught-rape-incest-gods-will-oklahoma-house-representatives-lord-circumstances-a7645061.html",
,,,Republican,,,    Connecticut Republican politician Christopher von Keyserling was arrested and charged with sexual assault. Trump’s his role model http://time.com/4635835/christopher-von-keyserling-sexual-assault/,
,,,Republican,,,"    Bob Jones University Blamed Victims, not Abusers https://www.nytimes.com/2014/12/12/us/bob-jones-university-sex-assault-victim-study.html?_r=1",
,,,Republican,,,"    Rhode Island state Sen. Nicholas Kettle, a 27-year-old Coventry Republican, of twice coercing a Senate student page to have sex with him and of sharing nude pics of his ex-grilfriend. The sexual assault/extortion charges were dropped when the intern refused to return to testify. He pleaded guilty to sharing pics.",
,,,Republican,,,    http://www.providencejournal.com/news/20180219/ri-senator-charged-with-2-counts-of-extorting-sex-from-former-state-house-page,
,,,Republican,,,    https://www.providencejournal.com/story/news/2019/08/01/new-evidence-causes-ri-to-drop-sex-extortion-charges-against-former-sen-kettle/4538973007/,
,,,Republican,,,    https://www.providencejournal.com/story/news/courts/2019/02/06/you-took-away-all-trust-former-sen-kettle-accepts-plea-deal-apologizes-to-ex-girlfriend/6056559007/,
,,,Republican,,,"    Milo Yiannopolous defended pedophilia, saying older men can show younger men who they are https://www.theguardian.com/us-news/2017/feb/21/milo-yiannopoulos-resigns-breitbart-pedophilia-comments",
,,,Republican,,,"    Caleb Bailey, Trump delegate - child pornography https://www.reuters.com/article/us-usa-election-trump-delegate/trump-delegate-indicted-on-weapons-child-pornography-charges-idUSKCN0YA30A",
